car_name,location,km_driven,fuel_type,transmission_type,owner_type,mileage,engine,max_power,seats,price_inr,vehicle_age,brand,model,seller_type
Honda City i DTEC V,Kochi,42831,Diesel,Manual,First,26.0,1498.0,98.6,5.0,711000.0,9,Honda,City i DTEC V,Unknown
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1090000.0,8,Toyota,Innova 2.5 G (Diesel) 7 Seater,Unknown
Maruti Swift VXI Optional,Ahmedabad,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,620000.0,7,Maruti,Swift VXI Optional,Unknown
Mahindra XUV500 W8 2WD,Mumbai,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,790000.0,12,Mahindra,XUV500 W8 2WD,Unknown
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,442000.0,10,Ford,Ecosport 1.5 DV5 MT Ambiente,Unknown
Toyota Fortuner 4x2 Manual,Mumbai,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1350000.0,12,Toyota,Fortuner 4x2 Manual,Unknown
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,625000.0,11,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,Unknown
Ford Figo Diesel Titanium,Jaipur,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,210000.0,14,Ford,Figo Diesel Titanium,Unknown
BMW X5 xDrive 30d,Mumbai,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,4500000.0,9,BMW,X5 xDrive 30d,Unknown
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3365999.9999999995,7,Mercedes-Benz,New C-Class C 220 CDI Style,Unknown
Honda Brio V MT,Bangalore,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,365000.0,12,Honda,Brio V MT,Unknown
Hyundai i10 Magna 1.2,Delhi,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,275000.0,11,Hyundai,i10 Magna 1.2,Unknown
Mercedes-Benz GLC 220,Bangalore,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,4250000.0,8,Mercedes-Benz,GLC 220,Unknown
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,650000.0,5,Hyundai,Grand i10 1.2 Kappa Asta,Unknown
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,1900000.0,12,Audi,A6 2011-2015 2.0 TDI Premium Plus,Unknown
Volkswagen Vento Petrol Highline AT,Mumbai,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,445000.0,11,Volkswagen,Vento Petrol Highline AT,Unknown
Mini Countryman Cooper D,Jaipur,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,2300000.0,7,Mini,Countryman Cooper D,Unknown
Hyundai i20 Asta 1.4 CRDi,Bangalore,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,835000.0,10,Hyundai,i20 Asta 1.4 CRDi,Unknown
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2295000.0,10,Audi,A6 2011-2015 2.0 TDI Premium Plus,Unknown
Chevrolet Beat Diesel LT,Jaipur,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,150000.0,12,Chevrolet,Beat Diesel LT,Unknown
Skoda Superb Elegance 1.8 TSI AT,Kochi,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,689000.0,12,Skoda,Superb Elegance 1.8 TSI AT,Unknown
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,145000.0,18,Ford,Fiesta 1.4 TDCi EXI Limited Edition,Unknown
BMW 5 Series 520d Luxury Line,Hyderabad,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,3350000.0,10,BMW,5 Series 520d Luxury Line,Unknown
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,125000.0,17,Chevrolet,Optra Magnum 1.6 LS BS3,Unknown
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,420000.0,12,Volkswagen,Polo Diesel Highline 1.2L,Unknown
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,675000.0,9,Renault,Lodgy 110PS RxZ 8 Seater,Unknown
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,3200000.0,10,Mercedes-Benz,E-Class E250 CDI Avantgrade,Unknown
Maruti Baleno Alpha,Kochi,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,750000.0,7,Maruti,Baleno Alpha,Unknown
Hyundai Verna 1.6 SX,Delhi,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,459999.99999999994,12,Hyundai,Verna 1.6 SX,Unknown
Hyundai i10 Magna 1.1,Kochi,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,404000.0,7,Hyundai,i10 Magna 1.1,Unknown
Mahindra Scorpio 1.99 S10 4WD,Kochi,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1031000.0,8,Mahindra,Scorpio 1.99 S10 4WD,Unknown
Land Rover Range Rover 2.2L Dynamic,Coimbatore,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5576000.0,6,Land,Rover Range Rover 2.2L Dynamic,Unknown
Ford Figo Diesel ZXI,Chennai,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,260000.0,14,Ford,Figo Diesel ZXI,Unknown
Maruti Ertiga ZDI,Mumbai,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,850000.0,8,Maruti,Ertiga ZDI,Unknown
Honda City 1.5 GXI,Ahmedabad,60006,Petrol,Manual,First,0.0,1493.0,97.7,5.0,295000.0,17,Honda,City 1.5 GXI,Unknown
Honda Amaze S i-Dtech,Kolkata,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,350000.0,10,Honda,Amaze S i-Dtech,Unknown
Hyundai i10 Magna,Jaipur,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,355000.0,9,Hyundai,i10 Magna,Unknown
Honda Amaze S i-Dtech,Kolkata,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,325000.0,11,Honda,Amaze S i-Dtech,Unknown
Skoda Laura Ambiente,Hyderabad,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,450000.0,16,Skoda,Laura Ambiente,Unknown
Renault Duster 85PS Diesel RxL,Delhi,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,535000.0,10,Renault,Duster 85PS Diesel RxL,Unknown
Mahindra NuvoSport N6,Chennai,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,650000.0,7,Mahindra,NuvoSport N6,Unknown
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,900000.0,8,Maruti,Vitara Brezza ZDi Plus Dual Tone,Unknown
Hyundai i20 Asta Option 1.2,Kochi,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,600000.0,8,Hyundai,i20 Asta Option 1.2,Unknown
Skoda Fabia 1.4 MPI Ambiente,Jaipur,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,275000.0,15,Skoda,Fabia 1.4 MPI Ambiente,Unknown
Tata Indigo eCS GLX,Pune,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,150000.0,14,Tata,Indigo eCS GLX,Unknown
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,1989999.9999999998,9,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,Unknown
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,1000000.0,10,Skoda,Octavia Elegance 1.8 TSI AT,Unknown
Toyota Etios Liva GD SP,Delhi,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,300000.0,10,Toyota,Etios Liva GD SP,Unknown
Maruti Swift 1.3 VXi,Kolkata,42001,Petrol,Manual,First,16.1,1493.0,97.7,5.0,211000.0,14,Maruti,Swift 1.3 VXi,Unknown
Mercedes-Benz B Class B180,Kochi,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1196000.0,10,Mercedes-Benz,B Class B180,Unknown
Honda Amaze S Diesel,Kolkata,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,325000.0,11,Honda,Amaze S Diesel,Unknown
Hyundai Verna 1.6 SX,Jaipur,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,475000.0,12,Hyundai,Verna 1.6 SX,Unknown
Renault Duster 85PS Diesel RxL Optional,Mumbai,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,595000.0,10,Renault,Duster 85PS Diesel RxL Optional,Unknown
Hyundai Creta 1.6 VTVT S,Delhi,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,815000.0,9,Hyundai,Creta 1.6 VTVT S,Unknown
Maruti Wagon R AMT VXI,Mumbai,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,422000.0,8,Maruti,Wagon R AMT VXI,Unknown
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1050000.0,14,Mercedes-Benz,New C-Class C250 Avantgarde,Unknown
Audi A8 L 3.0 TDI quattro,Delhi,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,4500000.0,12,Audi,A8 L 3.0 TDI quattro,Unknown
Hyundai i10 Magna 1.1,Pune,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,290000.0,12,Hyundai,i10 Magna 1.1,Unknown
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,890000.0,7,Skoda,Rapid 1.6 MPI AT Style Black Package,Unknown
Skoda Superb Style 1.8 TSI AT,Hyderabad,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,2600000.0,7,Skoda,Superb Style 1.8 TSI AT,Unknown
Hyundai i20 Active 1.2 SX,Coimbatore,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,822000.0000000001,6,Hyundai,i20 Active 1.2 SX,Unknown
Honda Amaze VX i-DTEC,Kolkata,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,350000.0,10,Honda,Amaze VX i-DTEC,Unknown
Maruti Wagon R LXI,Chennai,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,125000.0,20,Maruti,Wagon R LXI,Unknown
Mahindra Verito 1.5 D4 BSIV,Hyderabad,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,370000.0,11,Mahindra,Verito 1.5 D4 BSIV,Unknown
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3940999.9999999995,6,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,Unknown
Maruti Wagon R VXI,Kolkata,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,265000.0,11,Maruti,Wagon R VXI,Unknown
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,892000.0,9,Nissan,Terrano XV Premium 110 PS Anniversary Edition,Unknown
Maruti Swift VDI BSIV,Delhi,47000,Diesel,Manual,First,17.8,1248.0,97.7,5.0,409999.99999999994,11,Maruti,Swift VDI BSIV,Unknown
Mini Cooper Convertible S,Kochi,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,3567000.0,7,Mini,Cooper Convertible S,Unknown
Ford Figo Diesel,Bangalore,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,360000.0,9,Ford,Figo Diesel,Unknown
Tata Indica V2 DLS BSII,Jaipur,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,85000.0,17,Tata,Indica V2 DLS BSII,Unknown
Chevrolet Beat LT,Kochi,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,332000.0,8,Chevrolet,Beat LT,Unknown
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,360000.0,12,Volkswagen,Polo Diesel Comfortline 1.2L,Unknown
Maruti Swift ZDi,Hyderabad,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,680000.0,8,Maruti,Swift ZDi,Unknown
Ford Figo Diesel EXI,Kolkata,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,250000.0,12,Ford,Figo Diesel EXI,Unknown
Toyota Innova Crysta 2.8 GX AT,Kochi,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964000.0,5,Toyota,Innova Crysta 2.8 GX AT,Unknown
Hyundai Santa Fe 4x4 AT,Mumbai,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,700000.0,13,Hyundai,Santa Fe 4x4 AT,Unknown
Honda City i-VTEC V,Kolkata,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,387000.0,13,Honda,City i-VTEC V,Unknown
Hyundai i20 1.2 Magna Executive,Kochi,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0,6,Hyundai,i20 1.2 Magna Executive,Unknown
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,1812000.0,9,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,Unknown
Chevrolet Beat Diesel LT,Mumbai,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,265000.0,11,Chevrolet,Beat Diesel LT,Unknown
Hyundai i20 Sportz 1.4 CRDi,Kochi,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,720000.0,9,Hyundai,i20 Sportz 1.4 CRDi,Unknown
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1430000.0,9,Toyota,Innova 2.5 Z Diesel 7 Seater,Unknown
Maruti Ertiga VDI,Chennai,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,690000.0,11,Maruti,Ertiga VDI,Unknown
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1075000.0,10,Toyota,Innova 2.5 V Diesel 7-seater,Unknown
Hyundai Santro Xing XO eRLX Euro II,Mumbai,72000,Petrol,Manual,Third,17.0,1086.0,97.7,5.0,95000.0,17,Hyundai,Santro Xing XO eRLX Euro II,Unknown
Honda City i VTEC V,Kochi,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,809000.0,8,Honda,City i VTEC V,Unknown
BMW X1 sDrive20d,Ahmedabad,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1850000.0,10,BMW,X1 sDrive20d,Unknown
Hyundai Grand i10 CRDi Era,Mumbai,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,475000.0,7,Hyundai,Grand i10 CRDi Era,Unknown
Maruti Ciaz 1.3 Alpha,Chennai,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,844999.9999999999,8,Maruti,Ciaz 1.3 Alpha,Unknown
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,350000.0,12,Skoda,Rapid Leisure 1.6 TDI MT,Unknown
Hyundai Accent CRDi,Kochi,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,180000.0,18,Hyundai,Accent CRDi,Unknown
Volkswagen Polo GT 1.5 TDI,Jaipur,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,370000.0,10,Volkswagen,Polo GT 1.5 TDI,Unknown
Honda Jazz 1.2 VX i VTEC,Coimbatore,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,717000.0,7,Honda,Jazz 1.2 VX i VTEC,Unknown
Hyundai i10 Era,Jaipur,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,175000.0,14,Hyundai,i10 Era,Unknown
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,2199000.0,6,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,Unknown
Toyota Innova Crysta 2.4 ZX MT,Pune,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1864999.9999999998,7,Toyota,Innova Crysta 2.4 ZX MT,Unknown
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,185000.0,13,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,Unknown
Maruti Swift VXI BSIV,Coimbatore,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,595000.0,7,Maruti,Swift VXI BSIV,Unknown
Hyundai Grand i10 Magna,Mumbai,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,10,Hyundai,Grand i10 Magna,Unknown
Maruti Swift VDI,Pune,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,375000.0,12,Maruti,Swift VDI,Unknown
Hyundai Verna CRDi 1.6 SX,Hyderabad,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,260000.0,16,Hyundai,Verna CRDi 1.6 SX,Unknown
Hyundai Santro Xing XL,Hyderabad,99000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,175000.0,18,Hyundai,Santro Xing XL,Unknown
Hyundai i20 1.2 Sportz,Mumbai,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,280000.0,14,Hyundai,i20 1.2 Sportz,Unknown
Mercedes-Benz GLE 350d,Coimbatore,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6129000.0,7,Mercedes-Benz,GLE 350d,Unknown
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,1800000.0,10,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,Unknown
Maruti Ritz ZDi,Hyderabad,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,434999.99999999994,10,Maruti,Ritz ZDi,Unknown
Hyundai Creta 1.6 CRDi SX,Bangalore,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1375000.0,8,Hyundai,Creta 1.6 CRDi SX,Unknown
Maruti A-Star Vxi,Pune,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,200000.0,14,Maruti,A-Star Vxi,Unknown
Renault Duster 110PS Diesel RXZ Option,Delhi,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1000000.0,8,Renault,Duster 110PS Diesel RXZ Option,Unknown
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,165000.0,14,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),Unknown
BMW X3 xDrive30d M Sport,Coimbatore,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,4577000.0,7,BMW,X3 xDrive30d M Sport,Unknown
Hyundai i10 Sportz,Bangalore,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,325000.0,14,Hyundai,i10 Sportz,Unknown
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1280000.0,8,Toyota,Innova 2.5 G4 Diesel 7-seater,Unknown
Maruti Zen VXI BSII,Mumbai,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,55000.00000000001,22,Maruti,Zen VXI BSII,Unknown
Maruti Swift VDI,Hyderabad,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,715000.0,6,Maruti,Swift VDI,Unknown
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,700000.0,11,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,Unknown
Tata Zest Quadrajet 1.3 75PS XE,Pune,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,375000.0,7,Tata,Zest Quadrajet 1.3 75PS XE,Unknown
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,850000.0,7,Ford,EcoSport 1.0 Ecoboost Titanium Plus,Unknown
Maruti Swift Dzire ZDI,Jaipur,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,434999.99999999994,12,Maruti,Swift Dzire ZDI,Unknown
Maruti Alto 800 LXI,Kochi,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,326000.0,8,Maruti,Alto 800 LXI,Unknown
Honda City 1.5 S MT,Jaipur,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,421000.0,13,Honda,City 1.5 S MT,Unknown
Audi Q7 3.0 TDI Quattro Technology,Kochi,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,7036000.0,6,Audi,Q7 3.0 TDI Quattro Technology,Unknown
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,295000.0,15,Skoda,Laura 1.9 TDI AT Ambiente,Unknown
Hyundai Verna 1.6 SX VTVT (O),Kochi,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,428000.0,12,Hyundai,Verna 1.6 SX VTVT (O),Unknown
Honda City 1.5 V AT,Jaipur,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,357000.0,15,Honda,City 1.5 V AT,Unknown
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,311000.0,11,Hyundai,i20 Magna Optional 1.4 CRDi,Unknown
Hyundai i20 Sportz AT 1.4,Coimbatore,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,596000.0,10,Hyundai,i20 Sportz AT 1.4,Unknown
Volkswagen Vento Diesel Highline,Hyderabad,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,470000.0,13,Volkswagen,Vento Diesel Highline,Unknown
Honda City i VTEC VX,Ahmedabad,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,690000.0,10,Honda,City i VTEC VX,Unknown
Tata Zest Quadrajet 1.3 75PS XE,Pune,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0,6,Tata,Zest Quadrajet 1.3 75PS XE,Unknown
BMW 5 Series 2003-2012 520d,Pune,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,2800000.0,9,BMW,5 Series 2003-2012 520d,Unknown
Maruti Wagon R LXI Minor,Delhi,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,135000.0,15,Maruti,Wagon R LXI Minor,Unknown
Honda Jazz VX,Delhi,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,484999.99999999994,9,Honda,Jazz VX,Unknown
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,670000.0,12,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,Unknown
Hyundai i10 Magna 1.2,Hyderabad,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,310000.0,14,Hyundai,i10 Magna 1.2,Unknown
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,1864000.0,9,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,Unknown
Hyundai i10 Magna 1.2 iTech SE,Pune,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,280000.0,12,Hyundai,i10 Magna 1.2 iTech SE,Unknown
Toyota Innova Crysta 2.4 ZX MT,Chennai,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2025000.0,8,Toyota,Innova Crysta 2.4 ZX MT,Unknown
Audi A6 2011-2015 2.0 TDI Technology,Kochi,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2678000.0,9,Audi,A6 2011-2015 2.0 TDI Technology,Unknown
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,826000.0,14,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Unknown
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,389000.0,9,Volkswagen,Polo Petrol Trendline 1.2L,Unknown
Maruti Alto K10 LXI,Hyderabad,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,210000.0,13,Maruti,Alto K10 LXI,Unknown
Honda City i-VTEC CVT ZX,Mumbai,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1269000.0,7,Honda,City i-VTEC CVT ZX,Unknown
Tata Indigo LX,Coimbatore,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,258000.0,11,Tata,Indigo LX,Unknown
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2077000.0,10,Audi,A6 2011-2015 2.0 TDI Premium Plus,Unknown
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2026000.0000000002,9,Mercedes-Benz,GLA Class 200 CDI SPORT,Unknown
Hyundai Santro Xing XL,Chennai,58000,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,150000.0,18,Hyundai,Santro Xing XL,Unknown
Maruti Swift VDI BSIV,Kolkata,60020,Diesel,Manual,First,17.8,1248.0,97.7,5.0,250000.0,13,Maruti,Swift VDI BSIV,Unknown
Maruti Celerio VXI AT,Hyderabad,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0,10,Maruti,Celerio VXI AT,Unknown
Mercedes-Benz GLE 250d,Hyderabad,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,5700000.0,7,Mercedes-Benz,GLE 250d,Unknown
Land Rover Range Rover HSE Dynamic,Delhi,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4400000.0,7,Land,Rover Range Rover HSE Dynamic,Unknown
Volkswagen Vento Diesel Trendline,Hyderabad,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,365000.0,13,Volkswagen,Vento Diesel Trendline,Unknown
Maruti Omni 8 Seater BSIV,Hyderabad,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,204999.99999999997,12,Maruti,Omni 8 Seater BSIV,Unknown
Honda Brio 1.2 VX MT,Kochi,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,313000.0,12,Honda,Brio 1.2 VX MT,Unknown
Tata Sumo Delux,Hyderabad,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,150000.0,24,Tata,Sumo Delux,Unknown
Tata Indica Vista Aura 1.3 Quadrajet,Pune,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,285000.0,12,Tata,Indica Vista Aura 1.3 Quadrajet,Unknown
Maruti Wagon R LXI BS IV,Delhi,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,265000.0,12,Maruti,Wagon R LXI BS IV,Unknown
